,code,logo,ko_name,description,sector,industry,country_code,market,phone,website
600,105840.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/105840.png,우진,"우진은 1980년 5월 설립된 기업으로 산업용 계측기기 및 제어장치의 제조 및 판매업을 영위하고 있다. 주요 종속기업은 한국지노(주), (주)우진엔텍이 있다. 주요 매출은 기기 및 계측기 사업 부문에서 발생하고 있다. 당사는 1987년 국내 최초로 계측전문연구소를 설립하여 산업용 계측기의 표준화와 국산화를 위해 많은 투자를 진행하고 있으며 원전용 계측기의 경우 가동 원전의 교체용 예비품은 당사가 국내에서 독점 공급하고 있다.",건설/인프라,기계,KR,kospi,82 3 1379 3114,https://www.woojininc.com
601,010400.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/010400.png,우진아이엔에스,"우진아이엔에스는 1975년 설립된 기업으로 반도체·디스플레이 코팅덕트 사업을 영위하고 있다. 주요 종속기업은 우진서안안장, 원캔네트웍스 등이 있다. 주요 매출은 일반설비 사업 부문에서 발생하고 있으며 하이테크 부문이 뒤를 잇고 있다. 덕트의 분진 유동상황 및 적재위치를 실시간으로 파악 가능한 모니터링 시스템을 개발하는 등 신규사업에 힘쓰고 있다.",건설/인프라,기계,KR,kospi,82 2 535 7050,https://www.woojini.com
602,049800.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/049800.png,우진플라임,"우진플라임은 1985년 4월 설립된 기업으로 모든 플라스틱 재질의 제품을 성형할 수 있는 사출성형기의 제조업을 영위하고 있다. 주요 종속기업은 WPM엔지니어링(주)과 중국, 미국 등에 해외기업이 있다. 주요 매출은 사출성형기 판매에서 발생하고 있다.  당사는 전방산업인 자동차산업, 이동통신, IT산업을 비롯하여 가전제품, 생활용품, 의료기구, 문구완구류, 건축자재 등 다양한 산업에 필요한 정교하고 정밀한 사출성형품을 생산하는 기계장비와 솔루션을 국내외 고객에게 제공하고 있다.",건설/인프라,기계,KR,kospi,82 4 3540 9000,https://www.woojinplaimm.com
603,016880.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/016880.png,웅진,"웅진은 1983년 설립된 기업으로 도서 및 교육출판물, 투자, IT 사업을 영위하고 있다. 주요 종속기업은 웅진씽크빅, 웅진플레이도시, WOONGJIN INC 등이 있다. 주요 매출은 출판 부문에서 발생하고 있으며 지주 사업 부문이 뒤를 잇고 있다. 코웨이, 웅진식품, 웅징케미칼의 지분을 전량 매각하며 재무구조 크게 개선을 하였다.",기타,지주회사/복합기업,KR,kospi,82 1 600 0147,https://www.woongjin.co.kr
604,095720.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/095720.png,웅진씽크빅,"웅진씽크빅은 2007년 5월 ㈜웅진에서 분할되어 설립된 기업으로 출판 및 교육서비스 사업을 영위하고 있다. 주요 종속기업은 ㈜웅진북센이 있다. 주요 매출은 학습관리 서비스 부문에서 발생하고 있다. 당사는 ""웅진북클럽"", ""AI학습코칭 "", ""웅진스마트올"" 등을 런칭하여 업계 에듀테크 기업을 선점하고 있으며 플랫폼 영역까지 확장해가고 있다.",미디어,교육서비스,KR,kospi,82 3 1956 7111,https://www.wjthinkbig.com
605,005820.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005820.png,원림,"원림은 1968년 설립된 기업으로 산업용 포장재 제조·판매, 부동산 임대업을 영위하고 있다. 주요 종속기업은 WL HOLDINGS USA LLC, 스타바이오 등이 있다. 주요 매출은 산업용 포장재 P.P BAG 판매에서 발생하고 있으며 의료 제품 판매가 뒤를 잇고 있다. PP BAG, PE BAG은 국내시장 점유율 60%를 차지 하고 있으며 의료기기 사업은 국내 시장 1위인 한국스트라이커 브랜드 국내 총판하고 있다.",소재,포장재,KR,kospi,82 2 523 9231,https://www.wonlim.co.kr
606,010600.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/010600.png,웰바이오텍,"웰바디오텍은 1975년 설립된 기업으로 피혁원단 가공·판매, 패션브랜드, 리테일 사업을 영위하고 있다. 주요 종속기업은 로드스타씨앤에어, 나이스팜 등이 있다. 주요 매출은 리테일 사업 부문에서 발생하고 있으며 패션 브랜드 부문에 뒤를 잇고 있다. 의약품유통 사업을 영위하는 나이스팜을 인수하며 제약 부문 사업다각화를 추진하고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 2 6902 1300,https://www.wellbiotec.com
607,008600.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/008600.png,윌비스,"윌비스는 1973년 설립된 기업으로 의복 제조, 교육서비스업을 영위하고 있다. 주요 종속기업은 나무경영아카데미, 스터디독서실, 윌비스에듀 등이 있다. 주요 매출은 섬유 사업 부문에서 발생하고 있으며 교육 사업 부문이 뒤를 잇고 있다. 아시아와 미주 대륙에 글로벌 생산기지를 구축하였으며 높은 품질을 인정받으며 명성을 굳히고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 4 1529 5700,https://www.willbes.com
608,033270.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/033270.png,유나이티드제약,"유나이티드제약은 1987년 설립된 기업으로 1998년 6월 상호변경하였으며 의약품 제조 및 판매업을 영위하고 있다. 주요 매출은 실로스탄, 가스티인 등의 의약품 판매를 통해 발생하고 있다. 매출액 대비 높은 연구 개발 투자를 통한 개량 신약 개발과 글로벌 제약사 및 바이어와의 계약을 통한 기술수출 및 해외임상을 통해 유럽, 중동, 아프리카 등의 해외수출 전략을 수립하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 512 9981,https://www.kup.co.kr
609,014830.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/014830.png,유니드,"유니드는 1980년 설립된 기업으로 가성칼륨과 탄산칼륨 제조·판매업을 영위하고 있다. 주요 종속기업은 유니드LED가 있다. 주요 매출은 가성칼륨, 탄산칼륨 판매에서 발생하고 있으며 보드 사업 부문이 뒤를 잇고 있다. 국내 유일의 칼륨계 제품 제조업체이며, 친환경 MDF 제품 등급 생산으로 경쟁력을 강화하고 있다.",소재,화학,KR,kospi,82 2 3709 9500,https://www.unid.co.kr
610,446070.KS,,유니드비티플러스,,건설/인프라,건축자재,KR,kospi,,
611,000910.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000910.png,유니온,"유니온은 1952년 설립된 기업으로 백시멘트, 특수 시멘트 생산·판매업과 몰리브덴 등 희유금속 판매업을 영위하고 있다. 주요 종속기업은 유니온머티리얼, 유니온툴텍공구유한회사 등이 있다. 주요 매출은 시멘트 생산·판매 부문이며, 페라이트 사업 부문, 세락믹 사업 부문이 뒤를 잇고 있다. 환경 규제에 대응하기 환경오염 방지 설비에 투자하고, 급결제 시멘트를 개발하여 판매하는 등 꾸준히 신소재분야 연구·개발하고 있다.",건설/인프라,건축자재,KR,kospi,82 2 757 3801,https://www.unioncement.com
612,047400.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/047400.png,유니온머티리얼,"유니온머티리얼은 2000년 6월 설립된 기업으로 페라이트 마그네트 및 파인 세라믹스 제품의 제조ㆍ판매사업을 영위하고 있다. 주요 종속기업은 유니온머티리얼베트남유한회사가 있다. 주요 매출은 페라이트 판매에서 발생하고 있다. 당사는 고특성 페라이트 마그네트 XT재질 자체개발로 자기특성의 우수성과 물리적인 특성, 발현능력, 치수 관리능력과 함께 우수한 배향기술로 이미 국내 및 해외 유수의 Global 수요처로 부터 최고의 평가를 받고 있다.",소재,비철금속,KR,kospi,82 5 3580 4340,https://www.unionmaterials.com
613,011330.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/011330.png,유니켐,"유니켐은 1976년 설립된 기업으로 피혁 제조·판매업을 영위하고 있다. 주요 종속기업은 유니원, 유니골프앤리조트가 있다. 주요 매출은 피혁 판매에서 발생하고 있다. 일반 핸드백 및 신발용 원단에서 고가의 기능성이 있는 고부가가치 자동차시트용 원단으로 생산품목을 전환하고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 3 1491 3751,https://www.uni-chem.net
614,077500.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/077500.png,유니퀘스트,"유니퀘스트는 국내의 IT제조사 등 고객사들이 개발하고자하는 제품에 부합되는 반도체 뿐 아니라 기술지원, 교육 등 토탈솔루션사업을 영위하고 있는 기업이다. 주요 매출은 반도체IC, 기타전기, 영상관련부품의 판매와 영업 및 기술지원에 대한 수수료의 대행사업에서 발생하고 있다. 당사가 주력하는 시장은 최첨단 비메모리 및 메모리 반도체를 이용하여 전자 IT 제품을 개발할 수 있도록 솔루션을 제공하고 이에 대한 기술 마케팅, 영업, 기술지원, 교육을 통한 관련 제품을 공급하는 전문산업분야이다.",하드웨어/IT장비,반도체/반도체장비,KR,kospi,82 3 1708 9988,https://www.uniquest.co.kr
615,002920.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/002920.png,유성기업,"유성기업은 1960년 설립된 기업으로 자동차 부품 제조·판매업을 영위하고 있다. 주요 종속기업은 비상장사인 코어텍, Y&T파워텍을 보유하고 있다. 주요 매출은 HLA, 발브시트 판매에서 발생하고 있으며, 피스톤, 실린더라이너 판매가 뒤를 잇고 있다. 현대·기아차, 한국GM, 두산인프라코어 등에 OEM 납품과 A/S 시판으로 안정적인 매출구조 확보하고 있다.",자동차,자동차부품,KR,kospi,82 4 1539 5000,https://www.ypr.co.kr
616,000700.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000700.png,유수홀딩스,"유수홀딩스는 1949년 설립, 1988년 한진해운을 흡수합병하였으나 2014년 인적분할하여 지주 사업을 영위하고 있다. 주요 종속기업은 싸이버로지텍, 유수로지스틱스 등이 있다. 주요 매출은 종합물류 사업 부문에서 발생하고 있으며, IT사업 부문과 자회사 배당수익이 뒤를 잇고 있다. 종속기업의 차세대 해상운송 시스템 개발을 통한 사업 성장전략을 수행하고 있다.",기타,지주회사/복합기업,KR,kospi,82 2 6716 3000,https://www.eusu-holdings.com
617,003470.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003470.png,유안타증권,"유안타증권은 1962년 설립된 기업으로 종합금융업을 영위하고 있다. 주요 종속기업은 유안타인베스트먼트, 와이케이씨워크 등이 있다. 주요 매출은 유가증권 평가 및 처분이익에서 발생하고 있으며 수수료 수익이 뒤를 잇고 있다. 중국, 대만, 홍콩, 태국, 대한민국에 W Prestige 및 MEGA 센터 영업망을 갖추고 있다.",금융,증권,KR,kospi,82 2 3770 2000,https://www.yuantakorea.com
618,003475.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003475.png,유안타증권우,,,,KR,kospi,82 2 3770 2000,https://www.yuantakorea.com
619,072130.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/072130.png,유엔젤,"유엔젤은 국내외 유무선 통신사업자 등에게 통신서비스 핵심망 솔루션, 사물인터넷(IoT) 솔루션 및 부가 서비스 솔루션을 공급하는 소프트웨어 전문 개발 기업이다. 주요 매출은 코어네트워크, 스마트러닝, 서비스 사업부문에서 발생하고 있다. 당사는 국내 유수 통신사업자의 사물인터넷 핵심 서비스플랫폼 개발 전략과제를 수주하여 개발하고 있으며, 기술력과 운영 경험을 토대로 당사 자체 솔루션인 T2X 솔루션을 개발하였다.",IT/ICT,IT서비스,KR,kospi,82 3 1710 6200,https://www.uangel.com
620,000220.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000220.png,유유제약,"유유제약은 1941년 설립한 제약회사로 의약품을 제조하여 국내 병,의원에 판매하고 있다. 주요 종속사는 건강기능식품 사업을 영위하는 유유헬스케어, 유유메디컬스, 유유테이진메디케어를 보유하고 있다. 주요 제품은 제네릭 의약품인 피지오머, 마빌정, 맥스마빌, 베노플러스겔 등이 있으며, 생유산균, 어린이 건기식 등 건강기능식품 등이 있다. 안구건조증 치료제와 전립선비대증 치료제가 정부 개발과제로 선정되어 신약 개발 가속화가 기대되고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 2253 6600,https://www.yuyu.co.kr
621,000225.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000225.png,유유제약1우,,,,KR,kospi,82 2 2253 6600,https://www.yuyu.co.kr
622,000227.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000227.png,유유제약2우B,,,,KR,kospi,82 2 2253 6600,https://www.yuyu.co.kr
623,001200.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001200.png,유진투자증권,"유진투자증권은 1954년 설립된 기업으로 금융투자업을 영위하고 있다. 주요 종속기업은 유진자산운용, 유진투자선물 등이 있다. 주요 매출은 유가증권 평가 및 처분이익에서 발생하고 있으며, 수수료 수익, 이자수익이 뒤를 잇고 있다. 채권 위탁매매 및 중개·운영과 구조화 금융 등 투자은행 업무에 강점을 보유하고 있다.",금융,증권,KR,kospi,82 2 368 6114,https://www.eugenefn.com
624,000100.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000100.png,유한양행,"유한양행은 1926년에 설립된 의약품, 화학약품, 공업약품, 수의약품, 생활용품 등을 생산·판매업을 영위하고 있다. 주요 사업 부문은 약품 사업부, 생활·건강 사업부, 해외 사업부로 구성되어 있으며, 주요 제품은 렉자라, 안티푸라민, 삐콤씨, 유한락스 등이 있다. 비소세포폐암 신약 개발, 고혈압 고지혈 복합제 임상실험 진행, 저용량 탈모치료제 연구·개발하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 828 0181,https://www.yuhan.co.kr
625,000105.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000105.png,유한양행우,,,,KR,kospi,82 2 828 0181,https://www.yuhan.co.kr
626,003460.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003460.png,유화증권,"유화증권은 1962년 설립된 기업으로 투자매매업, 투자중개업, 투자일임업을 영위하고 있다. 주오 매출은 이자수익에서 발생하고 있으며 배당 수익, 유가증권 평가 및 처분 이익이 뒤를 잇고 있다. 안전자산 투자로 높은 영업용 순자본비율 보이며, 안정성 측면에서는 업계 내 최고 수준을 보이고 있다.",금융,증권,KR,kospi,82 3 770 0101,https://www.yhs.co.kr
627,003465.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003465.png,유화증권우,,,,KR,kospi,82 3 770 0101,https://www.yhs.co.kr
628,008730.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/008730.png,율촌화학,"율촌화학은 1973년 설립된 기업으로 포장재, 판지, 필름 제조·판매업을 영위하고 있다. 주요 종속기업은 YOULCHON VINA COMPANY LIMITED가 있다. 주요 매출은 포장재 판매에서 발생하고 있으며 필름 사업 부문이 뒤를 잇고 있다. 농심 등 대기업에 연포장재 및 골판지 포장재를 납품하며 국내 시장점유율 1위를 확보하고 있다.",소재,포장재,KR,kospi,82 2 822 0022,https://www.youlchon.com
629,008250.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/008250.png,이건산업,"이건산업은 1972년 설립된 기업으로 합판 및 목재 바닥재 사업을 영위하고 있다. 주요 종속기업은 ELA, EPL, 이건에너지, ERC 등이 있다. 주요 매출은 목재 사업 부문에서 발생하고 있으며 에너지 사업 부문이 뒤를 잇고 있다. 목재 원재료 수급에 있어 칠레 및 솔로몬 법인으로부터 비교적 낮은 가격으로 양질의 목재를 공급받으며, 원가 경쟁력을 높이고 있다.",건설/인프라,건축자재,KR,kospi,82 3 2760 0001,https://www.eagon.com/eng/index.asp
630,025820.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/025820.png,이구산업,"이구산업은 1968년 9월 설립된 기업으로 산업용 동판 제조 및 판매업을 영위하고 있다. 주요 매출은 동, 황동 등의 1차 금속 제품 부문에서 발생하고 있다. 전기차 부품 소재의 차지 비중 증가와 기차 배터리 버스바, 리드탭 등에 쓰이는 동 제품 수요증가에 따른 전기차 부품 소재 설비 확대를 위해 준비하고 있다.",소재,비철금속,KR,kospi,81 3 1494 2929,https://www.leeku.net
631,214320.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/214320.png,이노션,"이노션은 2005년 5월 설립된 기업으로 광고대행 및 광고물 제작 사업 등을 영위하고 있다. 주요 매출은 매체대행 부문에서 발생하고 있다. 당사는 커뮤니케이션 전략에 기반하여 광고제작, 전통 매체 대행 뿐 아니라 옥외광고, 스포츠 마케팅, 모터쇼, 전시, 및 디지털 등 다양한 채널의 마케팅 서비스를 제공하고 있다.",기타,광고/광고대행,KR,kospi,82 2 2016 2300,https://www.innocean.com
632,088260.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/088260.png,이리츠코크렙,-,금융,부동산,KR,kospi,82 2 787 0000,https://www.ereits.co.kr
633,139480.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/139480.png,이마트,"이마트는 (주)신세계 대형마트 부문이 인적분할되어 설립되었으며, ㈜신세계 사업부문(대형마트, 백화점)의 전문성 제고 및 핵심 경쟁력 강화를 목적으로 영위하고 있다. 주요 종속기업은 ㈜신세계프라퍼티, ㈜스타필드고양, ㈜스타필드청라 등이 있다. 주요 매출은 유통업 부문에서 대부분 발생하고 있다. 당사는 효율 개선, 수익 강화, 비용 절감 등 전사적 경영개선 활동을 추진하였고, 초저가 상품의 지속 확대를 통해 가격 경쟁력을 강화하고 있다.",소매,편의점/대형마트,KR,kospi,82 2 380 5678,https://www.emartcompany.com
634,007660.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/007660.png,이수페타시스,"이수페타시스는 1972년 설립된 기업으로 PCB 제조·판매업을 영위하고 있다. 주요 종속기업은 이수엑사보드, ISU PETASYS CORP 등이 있다. 주요 매출은 PCB 판매에서 발생하고 있다. 기존 고다층 기판 생산기술을 응용해 개발한 서버·스토리지 관련 제품 등 고부가가치 제품 판매를 통해 수익을 창출하고 있다.",하드웨어/IT장비,전자장비/기기,KR,kospi,82 5 3610 0300,https://www.petasys.com
635,005950.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005950.png,이수화학,"이수화학은 1969년 설립된 기업으로 합성세제원료 및 부산물 제조·판매업을 영위하고 있다. 주요 종속기업은 ISU CHEMICAL GERMANY GMBH, 이수건설, 한가람포닉스 등이 있다. 주요 매출은 석유화학 부문에서 발생하고 있으며 건설, 의약 사업 부문이 뒤를 잇고 있다. 합성세제의 원료인 알킬벤젠과 알킬벤젠의 주 원료가 되는 노말파라핀을 국내에서 유일하게 생산하고 있다.",소재,화학,KR,kospi,82 2 590 6600,https://www.isuchemical.com/kor/index.do
636,015020.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/015020.png,이스타코,"이스타코는 1980년 설립된 기업으로 소방용 기계기구 제조·판매, 부동산 임대, 교육사업을 영위하고 있다. 주요 종속기업은 스타코넷이 있다. 주요 매출은 부동산 임대 수익에서 발생하고 있으며 교육 사업 부분이 뒤를 잇고 있다. 자산의 공실 최소화를 위해 적극적인 프로모션과 마케팅 활동을 수행하고 있다.",금융,부동산,KR,kospi,82 2 2643 7922,https://www.e-starco.co.kr
637,093230.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/093230.png,이아이디,"이아이디는 2002년 6월 설립된 기업으로 유류도매 및 OMS사업, 2차전지 사업, 디스플레이 및 에너지 산업 분야 공정장비 개발 및 제조사업을 영위하고 있다. 주요 종속기업은 (주)지이, (주)케이아이티가 있다. 주요 매출은 유류도소매 및 기타 유통 부문에서 발생하고 있다. 당사의 유류도매 사업은 정유회사 및 수입회사 등으로부터 제품을 공급받아 하부 유통회사 및 주유소에 판매하고 있으며 회원사(주유소)를 대상으로 오일머니서비스(OMS)를 제공하여 원활하게 유류를 공급하고 있다.",에너지,석유/석유화학,KR,kospi,82 31 8027 8855,https://www.eid21.co.kr
638,074610.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/074610.png,이엔플러스,이엔플러스는 화재 및 구난 등의 현장용 소방 차량을 제조하여 국가정부기관인 조달청 등에 납품하는 소방기업이다. 주요 매출은 소방차류 등의 제품 판매에서 대부분 발생하고 있다. 당사는 업체 간의 가격경쟁력과 함께 브랜드 및 제품 이미지의 부각을 통해 소방산업업체 중 유일한 유가증권 상장법인이라는 큰 장점을 활용하여 소방업계에 입지를 다지고 있다.,건설/인프라,기계,KR,kospi,82 3 1366 9600,https://www.en3.co.kr
639,102460.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/102460.png,이연제약,"이연제약은 1964년 11월 설립된 기업으로 의약품의 제조 및 판매를 주 사업으로 영위하고 있다. 주요 매출은 의약품 판매에서 발생하고 있다. 당사는 글로벌 바이오&케미칼 전문 제약기업으로 도약하기 위해 다양한 신약 개발과 함께 의약품 생산 플랫폼 구축을 진행하고 있으며 신약 파이프라인에 대해 ""생산플랫폼 기반 R&D"" 사업모델을 추진하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 793 5557,https://reyonpharm.co.kr
640,084680.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/084680.png,이월드,"이월드는 2005년 7월 설립된 기업으로 테마파크 이월드를 운영하는 테마파크 사업과 쥬얼리(골드, 실버), 시계, 패션 잡화를 제조, 판매하는 쥬얼리 사업을 영위하고 있다. 주요 매출은 쥬얼리 및 악세사리 등의 제품 판매에서 발생하고 있다. 당사는 Jewelry&Watch 브랜드인 ""LLOYD(로이드)"", ""OST(오에스티)"", ""CLUE(클루)”, “GRACE(그레이스)” 와 악세서리, 잡화 브랜드”LATEM(라템)” 을 보유하고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 5 3620 0001,https://www.eworld.kr
641,350520.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/350520.png,이지스레지던스리츠,-,금융,부동산,KR,kospi,86 2 6959 7418,None
642,334890.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/334890.png,이지스밸류리츠,-,금융,부동산,KR,kospi,82 2 6959 7887,None
643,000760.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000760.png,이화산업,"이화산업은 1950년에 설립된 기업으로 섬유용 염로 및 식품첨가물 등 유무기 화학약품 유통 사업을 영위하고 있다. 주요 종속기업은 삼명물산, 영화기업, 이화물산을 보유하고 있다. 주요 매출은 염로상품과 화성품 상품 판매에서 발생하고 있으며 화성품 식품첨가물, 임대료 수익 등이 뒤를 잇고 있다.",소재,화학,KR,kospi,82 2 2007 5555,https://www.rifa.co.kr
644,014990.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/014990.png,인디에프,인디에프는 1980년 설립된 기업으로 의류 제조·판매업을 영위하고 있다. 주요 매출은 의류 판매에서 발생하고 있다. 프리미엄 및 하이엔드 브랜드를 론칭하는 차별화 전략을 구사하고 있다.,생활용품/잡화,의류/패션잡화,KR,kospi,82 2 3456 9000,https://www.inthef.co.kr
645,101140.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/101140.png,인바이오젠,"인바이오젠은 2008년 3월 설립된 기업으로 신발 제조 및 판매와 키오스크 유통 사업, F&B사업을 영위하고 있다. 주요 매출은 키오스크 판매에서 발생하고 있다. 신규사업으로 진출한 F&B사업은 ‘푸드테크’와 ‘프롭테크’를 기반으로 주 소비계층인 MZ세대를 겨냥한 메뉴개발 및 서비스 차별화 전략을 추진하고 있다.",하드웨어/IT장비,전자장비/기기,KR,kospi,82 3 1420 4900,https://www.inbiogen.co.kr
646,006490.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006490.png,인스코비,"인스코비는 1970년 설립된 기업으로 스마트그리도, 지능형 전력망, 전기선 통신기기, 시계 부품 제조·판매업을 영위하고 있다. 주요 종속기업은 프리텔레콤, 파인파이어 등이 있다. 주요 매출은 MVNO 사업 부문에서 발생하고 있으며 화장품 유통, 스마트 그리드 사업 부문이 뒤를 잇고 있다. 종속기업인 프리텔레콤은 국내에서 유일하게 통신 3사의 모든 서비스를 제공하는 알뜰폰 사업을 영위하고 있다.",IT/ICT,통신서비스,KR,kospi,82 1 661 9641,https://eng.inscobee.com
647,023800.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/023800.png,인지컨트롤스,인지컨트롤스는 1978년 1월 설립된 기업으로 자동차부품의 제조 및 판매업을 영위하고 있다. 주요 매출은 자동자용 부품 판매로 발생하고 있다. 국내 TMS부품 시장내 높은 점유율을 차지하고 있으며 자동차 시트 관련 부품 및 헤드램프 관련 부품을 신규 개발하여 생산하고 있다.,자동차,자동차부품,KR,kospi,82 3 1496 1700,https://www.inzi.co.kr
648,034590.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/034590.png,인천도시가스,인천도시가스는 1983년 3월 설립된 기업으로 도시가스 공급업을 영위하고 있다. 주요 매출은 도시가스 부문을 통해 발생하고 있다. 한국가스공사로부터 공급받은 천연가스는 당사의 정압기를 통해 감압하여 지하의 배관망을 통해 수요가에 공급하고 있다.,에너지,가스,KR,kospi,82 1 600 0002,https://www.icgas.co.kr
649,129260.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/129260.png,인터지스,"인터지스는 육상운송사업, 해상운송사업과 포워딩사업을 주요 사업으로 영위하고 있는 기업이다. 주요 매출은 운송사업, 해운사업, 하역사업, 포워딩사업에서 대부분 발생하고 있다. 당사는 기존 사업의 서비스 개선, 수익성 확보, 그리고 종합 물류 서비스의 역량 강화를 위해 IT 플랫폼 도입 및 스마트화를 진행하고 있다.",운송,항공화물운송/물류,KR,kospi,82 51 604 3333,https://www.intergis.co.kr
650,023810.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/023810.png,인팩,"인팩은 1969년 6월 설립된 기업으로 2004년 03월 상호를 변경하였으며 자동차부품의 제조 및 판매업을 영위하고 있다. 주요 매출은 자동차용 안테나와 노즐 제품 판매로 발생하고 있으며, 자동차용 이그니션 케이블과 밸브류 제품이 뒤를 잇고 있다. 친환경 부품소재 등에 연구개발을 수행하고 전력전자 PCB Assembly 생산으로 인해 매출 증가세를 유지하고 있다.",자동차,자동차부품,KR,kospi,82 2 3432 3333,https://www.infac.co.kr
651,249420.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/249420.png,일동제약,"일동제약은 의약품, 의약품 원료, 건강보조식품 및 특수 영양 식품의 제조 및 판매 사업 등을 영위하고 있는 기업이다. 주요 매출은 의약품 제조 사업부문의 제품 판매에서 발생하고 있다. 당사는 아로나민류, 사미온, 후루마린 등의 기존 주요 의약품의 국내 매출을 유지ㆍ확장함과 동시에, 비오비타의 베트남 수출을 시작으로 향후 동남아시아 및 일본 수출에 전력을 기울이고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 526 3114,https://www.ildong.com
652,000230.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000230.png,일동홀딩스,"일동홀딩스는 1941년 설립한 기업으로 의약품, 의약품 원료, 건강보조식품 및 특수영양식품 제조·판매업을 영위하고 있다. 주요 종속사는 의약품 전문 회사 일동제약, 건강기능식품 판매업을 영위하는 일동생활건강 등 12개 회사가 있다. 주요 매출은 유산균 시장을 선도해온 비오비타, 종합비타민 아로나민 등 판매에 따른 브랜드 수수료, 경영 자문 수수료, 임대수익 등 지주 사업에서 발생하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 526 3114,https://www.ildongholdings.co.kr
653,013360.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/013360.png,일성건설,"일성건설은 1978년 설립된 기업으로 종합건설업을 영위하고 있다. 주요 종속기업은 일성이엔지, 일성, ILSUNG DEVELOPMENT CO,. LTD 등이 있다. 주요 매출은 건축 부문에서 발생하고 있으며, 토목 공사 부문이 뒤를 잇고 있다. 신탁, 재정비 및 재개발사 FED, 해외 토목 등을 통한 수주 확대, 공공택지를 통한 분양사업 활성화에 주력하고 있다.",건설/인프라,건설,KR,kospi,82 2 3271 6000,https://www.ilsungconst.co.kr
